Generation ID,Maximum Fitness,Minimum Fitness,Average Fitness,Champion Complexity,Maximum Complexity,Minimum Complexity,Average Complexity,Number of Species
564,84291,8932,46927,3512,4764,1647,2850,64
565,84858,9386,53705,3512,4791,1647,2848,62
566,84291,9032,50133,3512,4774,1647,2850,64
567,84636,8958,50245,3512,4782,1647,2850,62
568,83738,9972,50797,2207,4760,1647,2851,62
569,84268,8216,51213,2207,4788,1647,2854,64
570,84503,7483,49318,3512,4762,1647,2851,64
571,84636,9035,49232,3512,4769,1647,2853,63
572,84647,10234,51297,2041,4797,1647,2850,64
573,84268,8355,49508,2207,4780,1647,2851,64
574,85275,8386,50868,3512,4768,1647,2849,63
575,85015,8127,50113,3512,4778,1647,2850,63
576,84327,8381,49295,4266,4787,1647,2852,62
577,86115,7509,52432,2041,4766,1647,2849,64
578,84534,8241,52460,2233,4757,1647,2849,64
579,85304,7141,48773,2233,4764,1647,2859,68
580,85237,8955,48957,3512,4792,1647,2862,67
581,84752,10060,53697,3512,4768,1647,2861,66
582,84875,8263,50203,3512,4767,1647,2860,68
583,85015,9176,53482,3512,4776,1647,2858,67
584,84534,9236,48313,2233,4782,1647,2860,66
585,84291,11043,51456,3512,4781,1647,2859,67
586,84513,8078,50729,3512,4784,1647,2863,67
587,84327,9376,51844,4266,4782,1647,2861,67
588,84291,6860,49342,3512,4814,1647,2863,67
589,85360,7427,52055,3512,4769,1647,2857,66
590,85357,11481,49307,3512,4785,1647,2859,68
591,84291,9541,53462,3512,4770,1647,2862,68
592,85360,9905,50547,3512,4808,1647,2860,67
593,84049,7985,52931,2039,4797,1647,2860,66
594,84530,11363,52721,3512,4779,1647,2861,67
595,84327,9107,51733,4266,4820,1647,2788,63
596,84291,10366,51146,3512,4791,1647,2684,60
597,85015,7283,49290,3512,4780,1647,2683,60
598,84636,7075,51456,3512,4792,1647,2685,58
599,85015,10336,51856,3512,4771,1647,2705,64
600,85360,10419,45649,3512,4757,1647,2710,64
601,84798,9417,49327,2233,4770,1647,2705,62
602,85360,8015,49472,3512,4772,1647,2704,63
603,84636,7312,51203,3512,4801,1647,2708,63
604,85015,10810,48907,3512,4777,1647,2722,67
605,85005,7027,51492,3512,4781,1647,2720,67
606,84513,10897,50992,3512,4807,1647,2721,67
607,85015,9081,44822,3512,4788,1647,2722,66
608,84551,9367,49826,3512,4772,1647,2719,68
609,84291,7480,51875,3512,4800,1647,2722,67
610,85360,11761,51220,3512,4804,1647,2721,67
611,85360,9422,46654,3512,4791,1647,2721,67
612,84513,10338,52021,3512,4783,1647,2724,67
613,84636,6787,49761,3512,4763,1647,2720,67
614,84636,6877,47807,3512,4778,1647,2728,64
615,84443,9382,50317,2233,4781,1647,2728,63
616,85237,9157,51932,3512,4788,1647,2726,62
617,85360,8324,49423,3512,4789,1647,2729,63
618,84534,7486,49260,2233,4772,1647,2727,62
619,85015,9579,51345,3512,4783,1647,2729,64
620,85015,7830,48754,3512,4787,1647,2723,64
621,84430,5910,49906,3437,4786,1647,2724,61
622,84291,11334,53982,3512,4752,1647,2722,64
623,84798,7590,52633,2233,4767,1647,2722,64
624,84443,5732,49611,2233,4797,1647,2723,63
625,84281,7363,51876,3512,4789,1647,2724,64
626,85015,6884,51453,3512,4808,1647,2723,64
627,84858,9857,50769,3512,4766,1647,2725,63
628,85237,8224,51135,3512,4789,1647,2723,63
629,85015,9099,50152,3512,4798,1647,2722,63
630,84798,9987,49622,2233,4770,1647,2722,61
631,84281,12663,52703,3512,4783,1647,2723,63
632,84534,8280,50481,2233,4761,1647,2723,63
633,85360,10476,53371,3512,4764,1647,2722,64
634,84291,8195,51031,3512,4766,1647,2724,62
635,85015,9942,50160,3512,4771,1647,2722,63
636,84636,8341,51107,3512,4756,1647,2721,64
637,84530,9362,51717,3512,4762,1647,2725,64
638,85237,11826,49705,3512,4776,1647,2722,63
639,84291,7659,52622,3512,4787,1647,2723,64
640,85129,9778,50464,2233,4759,1647,2723,63
641,84534,7741,49536,2233,4783,1647,2723,63
642,85304,9263,50837,2233,4771,1647,2726,62
643,84291,7125,48942,3512,4761,1647,2722,62
644,84636,12226,47529,3512,4796,1647,2724,64
645,84291,9310,49788,3512,4769,1647,2722,63
646,84443,8116,47206,2233,4797,1647,2727,63
647,84327,9766,50315,4266,4767,1647,2727,63
648,84281,7961,50174,3512,4734,1647,2726,63
649,84742,7332,50503,2233,4775,1647,2725,64
650,84636,10158,50088,3512,4747,1647,2728,63
651,84513,11699,49755,3512,4829,1647,2728,62
652,85275,7315,51671,3512,4774,1647,2728,62
653,84636,9965,51877,3512,4775,1647,2728,63
654,84291,10067,51693,3512,4791,1647,2728,62
655,85702,9052,51563,3512,4768,1647,2727,64
656,84327,6762,51438,4266,4779,1647,2730,63
657,84534,4461,50084,2233,4779,1647,2726,63
658,85360,7942,47874,3512,4790,1647,2729,64
659,85220,7227,52216,2233,4764,1647,2729,63
660,84443,11419,52536,2233,4782,1647,2726,62
661,84534,9328,48507,2233,4773,1647,2727,64
662,84534,9406,51388,2233,4747,1647,2726,62
663,84636,4588,48439,3512,4752,1647,2728,63
664,85220,8357,50161,2233,4794,1647,2729,63
665,84534,7745,50446,2233,4783,1647,2728,62
666,84534,7753,49906,2233,4777,1647,2730,63
667,85015,10074,51104,3512,4783,1647,2730,63
668,84268,8084,49580,2207,4778,1647,2728,63
669,84534,8212,48387,2233,4771,1647,2728,62
670,84443,9334,53765,2233,4764,1647,2730,64
671,84443,9054,52261,2233,4773,1647,2732,63
672,84534,8867,48988,2233,4806,1647,2729,62
673,84551,10375,48510,3512,4792,1647,2730,62
674,84327,9896,51192,4266,4788,1647,2730,63
675,85015,6390,50465,3512,4769,1647,2728,64
676,84443,7861,50259,2233,4775,1647,2731,63
677,85015,6917,49977,3512,4774,1647,2742,68
678,85015,10980,51561,3512,4760,1647,2741,67
679,84327,8041,51927,4266,4786,1647,2740,66
680,84858,9691,51024,3512,4779,1647,2740,68
681,84291,8691,49745,3512,4797,1647,2741,66
682,84513,9783,54350,3512,4773,1647,2741,67
683,85697,9181,49843,2233,4751,1647,2806,63
684,84530,6201,53101,3512,4776,1647,2753,60
685,85015,7987,50839,3512,4790,1647,2754,60
686,85304,11064,52044,2233,4765,1647,2716,60
687,84270,9852,52292,2207,4763,1647,2716,59
688,84291,9510,48665,3512,4738,1647,2714,59
689,84636,7716,50163,3512,4792,1647,2719,59
690,84291,6673,50459,3512,4789,1647,2717,60
691,84327,7343,52033,4266,4798,1647,2716,60
692,84443,8281,53679,2233,4772,1647,2715,57
693,84858,10808,52590,3512,4803,1647,2757,60
694,84443,7510,49746,2233,4779,1647,2755,60
695,85015,9303,48889,3512,4778,1647,2757,60
696,84327,10583,53315,4266,4763,1647,2757,58
697,85012,7339,50352,3512,4751,1647,2751,60
698,85015,8703,51934,3512,4774,1647,2755,60
699,84773,7555,50900,3512,4800,1647,2753,60
700,85012,7271,53996,3512,4793,1647,2750,59
701,84534,8707,53296,2233,4757,1647,2762,64
702,84534,7993,52479,2233,4771,1647,2779,59
703,85227,11967,49376,3512,4790,1647,2780,60
704,84428,7078,50621,2233,4784,1647,2779,58
705,84268,5061,49702,2207,4767,1647,2760,55
706,84858,8305,51384,3512,4786,1647,2763,55
707,84534,12734,51447,2233,4795,1647,2761,56
708,84291,7225,52524,3512,4795,1647,2762,55
709,85015,9106,51974,3512,4786,1647,2763,56
710,85005,8687,50981,3512,4764,1647,2718,52
711,84270,10313,53849,2207,4763,1647,2714,52
712,84551,9370,52082,3512,4745,1647,2711,52
713,85015,7667,46919,3512,4798,1647,2712,52
714,84636,7379,50427,3512,4756,1647,2716,51
715,85990,9000,52975,2233,4759,1647,2718,51
716,85275,10935,53201,3512,4790,1647,2718,52
717,84291,8234,49077,3512,4776,1647,2720,52
718,84291,7274,53541,3512,4784,1647,2719,51
719,84875,7884,53279,3512,4823,1647,2719,52
720,84327,7659,50668,4266,4782,1647,2720,52
721,84858,10723,51219,3512,4762,1647,2719,51
722,85237,12718,53704,3512,4777,1647,2719,52
723,85005,9691,55674,3512,4780,1647,2715,52
724,84513,12661,56367,3512,4752,1647,2712,52
725,84327,8838,50209,4266,4766,1647,2713,52
726,84268,8186,52599,2207,4773,1647,2713,52
727,85237,7283,49774,3512,4778,1647,2713,52
728,84636,9326,49002,3512,4788,1647,2713,52
729,84513,7774,50985,3512,4798,1647,2711,52
730,84636,7196,49049,3512,4766,1647,2714,52
731,84268,10380,55086,2207,4771,1647,2713,52
732,83913,8411,50984,4266,4763,1647,2712,52
733,85237,11413,52732,3512,4821,1647,2722,55
734,85015,11958,54785,3512,4762,1647,2722,56
735,85005,8527,51832,3512,4794,1647,2724,56
736,84151,11223,53018,3512,4794,1647,2726,56
737,85237,6905,51032,3512,4782,1647,2724,56
738,85582,10164,52529,3512,4783,1647,2726,56
739,85237,9046,53528,3512,4782,1647,2726,55
740,84327,7248,54976,4266,4788,1647,2725,56
741,83806,3982,48378,3512,4757,1647,2723,56
742,85015,7799,50436,3512,4761,1647,2725,56
743,85842,11718,50873,3512,4788,1647,2726,56
744,85237,10199,51267,3512,4763,1647,2726,56
745,85015,8536,51188,3512,4761,1647,2738,52
746,84291,8993,52507,3512,4762,1647,2737,52
747,84291,7923,52771,3512,4754,1647,2740,52
748,85237,6979,51159,3512,4776,1647,2741,52
749,84513,7505,52384,3512,4797,1647,2740,52
750,84520,8963,52318,3512,4777,1647,2740,52
751,84281,12463,50513,3512,4819,1647,2755,56
752,84551,13254,48975,3512,4749,1647,2757,56
753,85603,10501,54710,2233,4780,1647,2761,56
754,85015,6980,51206,3512,4795,1647,2756,56
755,84633,8681,48321,3512,4764,1647,2756,56
756,85237,8522,51940,3512,4802,1647,2759,56
757,85237,6834,50518,3512,4793,1647,2756,56
758,85018,8234,49070,3512,4789,1647,2756,56
759,84291,7699,47179,3512,4765,1647,2757,56
760,84513,9083,49992,3512,4776,1647,2754,55
761,85237,12036,50665,3512,4764,1647,2706,52
762,84636,12246,53070,3512,4781,1647,2711,52
763,84291,11801,53135,3512,4805,1647,2691,52
764,84291,7211,53974,3512,4794,1647,2695,52
765,84291,8800,53253,3512,4790,1647,2691,52
766,85360,11347,53034,3512,4804,1647,2693,52
767,85015,8654,55278,3512,4774,1647,2690,52
768,84513,5376,50575,3512,4816,1647,2694,52
769,85015,9636,54716,3512,4791,1647,2714,52
770,84291,10424,52245,3512,4766,1647,2714,51
771,85360,10034,54101,3512,4776,1647,2714,52
772,85360,6641,51616,3512,4787,1647,2710,52
773,85015,9488,53809,3512,4767,1647,2712,52
774,85015,11754,50213,3512,4778,1647,2711,52
775,84534,7329,48806,2233,4790,1647,2711,51
776,85304,9088,50730,2233,4797,1647,2711,52
777,84291,11673,51119,3512,4746,1647,2711,52
778,84327,8581,51530,4266,4827,1647,2713,52
779,84513,9619,50976,3512,4754,1647,2710,52
780,84636,12106,52241,3512,4777,1647,2711,51
781,84443,9158,49703,2233,4774,1647,2713,52
782,84513,11541,51605,3512,4796,1647,2712,50
783,84530,11295,51547,3512,4760,1647,2711,52
784,84337,9226,52799,2233,4763,1647,2711,51
785,84337,11068,52539,2233,4775,1647,2713,52
786,84291,5912,50521,3512,4772,1647,2713,52
787,85360,9093,55216,3512,4784,1647,2709,52
788,84327,6175,52761,4266,4783,1647,2712,52
789,85304,8988,53695,2233,4782,1647,2709,52
790,85015,12100,51735,3512,4771,1647,2709,51
791,84327,7853,52605,4266,4787,1647,2711,51
792,84327,8970,55460,4266,4756,1647,2709,52
793,84534,7936,53966,2233,4775,1647,2710,51
794,84327,7330,50453,4266,4751,1647,2709,52
795,84443,9936,50784,2233,4805,1647,2710,52
796,84291,9518,53910,3512,4796,1647,2714,51
797,84373,10594,51147,3512,4761,1647,2709,52
798,84703,8953,52306,3096,4770,1647,2712,52
799,84291,7860,51862,3512,4804,1647,2711,52
800,84268,8582,51289,2207,4797,1647,2711,52
801,84327,8901,53789,4266,4781,1647,2709,51
802,84291,6325,53799,3512,4774,1647,2709,52
803,84291,9278,52236,3512,5339,1647,2736,56
804,84513,10470,51618,3512,5336,1647,2738,55
805,85360,8248,54454,3512,5315,1647,2736,56
806,84291,9194,49479,3512,5349,1647,2733,56
807,84534,9643,51284,2233,5332,1647,2738,56
808,85237,7896,50204,3512,5337,1647,2737,56
809,85015,6187,48153,3512,5294,1647,2739,56
810,85015,11014,52645,3512,5332,1647,2739,55
811,87322,6699,57262,2681,5318,1647,2748,52
812,85526,11355,52968,2681,5330,1647,2762,56
813,85526,7662,53503,2681,5340,1647,2764,56
814,85582,6913,51194,3512,5338,1647,2762,56
815,84636,10732,52223,3512,5302,1647,2762,55
816,85526,10246,53598,2681,5325,1647,2765,56
817,85211,11090,52712,2681,5289,1647,2764,55
818,84668,11198,50757,2233,5300,1647,2763,55
819,85526,7603,51337,2681,5300,1647,2764,56
820,85237,9325,52110,3512,5307,1647,2763,55
821,85526,7732,54296,2681,5323,1647,2761,56
822,85304,8067,54214,2233,5331,1647,2762,56
823,87470,9075,51267,2681,5312,1647,2762,55
824,85790,14051,54900,2681,5325,1647,2761,56
825,85674,6593,50908,2681,5375,1647,2765,56
826,84530,7172,52405,3512,5301,1647,2761,56
827,84291,7940,53281,3512,5328,1647,2762,56
828,84270,7064,52167,2207,5346,1647,2764,56
829,84513,7852,52099,3512,5343,1647,2763,56
830,85015,8208,52649,3512,5297,1647,2763,55
831,85304,9112,54085,2233,5332,1647,2763,56
832,84291,8900,53598,3512,5308,1647,2765,56
833,85095,9361,50572,2681,5320,1647,2763,56
834,84291,9695,51554,3512,5309,1647,2793,52
835,87039,6391,53789,2681,5307,1647,2791,50
836,84291,9867,50790,3512,5333,1647,2791,52
837,86993,7322,49306,2681,5320,1647,2794,52
838,84513,10562,54489,3512,5333,1647,2791,52
839,85526,7664,53972,2681,5328,1647,2792,52
840,84543,8101,53325,2681,5327,1647,2793,52
841,85642,7422,49832,2681,5314,1647,2791,52
842,84636,7422,53590,3512,5371,1647,2792,52
843,84534,10108,52159,2233,5328,1647,2793,52
844,87354,4118,52649,2681,5334,1647,2794,52
845,84534,11438,51176,2233,5341,1647,2809,56
846,84268,7599,51996,2207,5334,1647,2809,56
847,85526,11056,54010,2681,5284,1647,2810,55
848,84896,6447,51962,3512,5312,1647,2810,56
849,85642,9048,51684,2681,5337,1647,2812,56
850,85304,6659,54107,2233,5311,1647,2809,56
851,85304,9707,53933,2233,5303,1647,2808,56
852,85015,7321,54395,3512,5332,1647,2796,52
853,85577,7822,57862,3096,5313,1647,2805,56
854,86775,8332,50789,2681,5320,1647,2808,56
855,85359,8318,51860,2681,5344,1647,2807,56
856,85015,8747,50214,3512,5327,1647,2807,55
857,85359,9625,51991,2681,5325,1647,2806,56
858,84534,7621,54087,2233,5313,1647,2806,56
859,85674,11546,51357,2681,5293,1647,2807,56
860,85243,13301,52491,2681,5320,1647,2808,56
861,85790,8463,51667,2681,5364,1647,2806,56
862,85526,10688,51804,2681,5330,1647,2807,56
863,85642,7939,50860,2681,5389,1647,2807,56
864,85360,7689,52920,3512,5318,1647,2805,54
865,84534,9203,53904,2233,5302,1647,2804,56
866,84821,10611,52846,2681,5339,1647,2808,56
867,84742,7354,53671,3512,5314,1647,2804,56
868,85526,6043,52204,2681,5341,1647,2806,56
869,85097,10927,54358,3512,5353,1647,2807,56
870,85674,7519,50482,2681,5319,1647,2808,55
871,84291,8451,53137,3512,5330,1647,2808,56
872,87322,9827,51952,2681,5306,1647,2807,56
873,84513,7281,56615,3512,5325,1647,2807,56
874,85015,9396,52426,3512,5352,1647,2810,56
875,87354,7856,52917,2681,5274,1647,2802,56
876,84291,7852,55434,3512,5329,1647,2808,56
877,84443,11196,53438,2233,5327,1647,2775,55
878,84858,7608,51896,3512,5340,1647,2778,56
879,85087,10634,53626,2681,5328,1647,2777,56
880,84513,12281,52002,3512,5313,1647,2776,56
881,87470,11865,52620,2681,5311,1647,2775,56
882,85674,6792,52058,2681,5297,1647,2777,56
883,85220,9731,51657,2233,5316,1647,2778,56
884,85961,6864,53238,2681,5346,1647,2779,56
885,85360,7288,52089,3512,5312,1647,2774,55
886,85790,8547,50389,2681,5300,1647,2778,56
887,85497,10239,51858,3512,5332,1647,2778,56
888,85526,8989,53662,2681,5321,1647,2780,56
889,87206,11585,52910,2681,5330,1647,2779,56
890,87470,8084,53398,2681,5317,1647,2777,56
891,85526,7827,52436,2681,5352,1647,2775,56
892,84821,8230,52109,2681,5320,1647,2774,56
893,85790,9085,51777,2681,5306,1647,2778,56
894,85243,12057,54277,2681,5331,1647,2778,56
895,85015,8072,54153,3512,5319,1647,2776,55
896,85015,6220,50877,3512,5348,1647,2796,60
897,84534,6950,54197,2233,5320,1647,2792,60
898,84443,6468,52307,2233,5310,1647,2793,60
899,85360,6025,54963,3512,5328,1647,2793,60
900,85526,11293,56686,2681,5362,1647,2792,60
901,85360,10036,49061,3512,5326,1647,2794,60
902,87354,11257,52960,2681,5363,1647,2793,59
903,87470,10030,51159,2681,5298,1647,2793,59
904,85526,8773,49853,2681,5326,1647,2794,60
905,85674,9419,52852,2681,5357,1647,2794,60
906,84443,7417,52770,2233,5344,1647,2792,60
907,84291,7623,51724,3512,5311,1647,2808,64
908,84636,8680,52328,3512,5346,1647,2805,64
909,85015,9037,51652,3512,5327,1647,2806,64
910,87354,8691,52394,2681,5314,1647,2806,63
911,85642,10465,52474,2681,5315,1647,2808,64
912,85790,8936,52378,2681,5316,1647,2808,63
913,85461,10383,53963,2681,5339,1647,2807,64
914,85015,8978,53656,3512,5319,1647,2805,63
915,84513,11063,53731,3512,5329,1647,2807,64
916,87354,9356,53520,2681,5308,1647,2805,64
917,85015,8459,50777,3512,5323,1647,2807,64
918,84822,8728,51988,2681,5330,1647,2808,64
919,85237,9727,51019,3512,5319,1647,2807,63
920,85015,8564,54707,3512,5295,1647,2805,64
921,84858,7732,52968,3512,5332,1647,2808,64
922,85359,10668,51153,2681,5317,1647,2805,64
923,87206,8618,55158,2681,5307,1647,2806,64
924,85674,8872,51530,2681,5333,1647,2808,64
925,87354,8724,50218,2681,5322,1647,2809,64
926,84513,6989,50184,3512,5324,1647,2808,64
927,84534,8913,51809,2233,5318,1647,2807,64
928,85015,7108,52112,3512,5301,1647,2805,64
929,85790,8950,52599,2681,5319,1647,2806,64
930,85526,6647,49607,2681,5305,1647,2808,64
931,85015,11275,53660,3512,5291,1647,2804,64
932,87039,8625,52325,2681,5328,1647,2808,64
933,85642,8102,52199,2681,5306,1647,2808,64
934,85015,10163,52208,3512,5328,1647,2809,64
935,85577,8713,53543,3096,5313,1647,2805,64
936,84636,7407,51618,3512,5298,1647,2807,64
937,87470,7897,50607,2681,5321,1647,2807,64
938,84443,7537,51059,2233,5314,1647,2804,63
939,85015,8448,53246,3512,5348,1647,2810,64
940,84291,10473,54139,3512,5334,1647,2809,64
941,84443,9411,54172,2233,5315,1647,2807,63
942,85237,8537,48382,3512,5317,1647,2806,64
943,85526,14556,53338,2681,5340,1647,2807,64
944,86891,7402,51047,2681,5322,1647,2825,67
945,85674,6812,50986,2681,5317,1647,2806,62
946,85304,8002,52350,2233,5327,1647,2807,64
947,85674,7775,56072,2681,5307,1647,2806,64
948,85359,11899,52866,2681,5329,1647,2808,64
949,84513,7879,50687,3512,5356,1647,2807,64
950,85674,9153,53544,2681,5294,1647,2806,64
951,85642,8115,53209,2681,5334,1647,2808,64
952,85359,7228,51554,2681,5326,1647,2807,64
953,85211,9247,53974,2681,5323,1647,2807,64
954,87322,7650,49691,2681,5316,1647,2806,64
955,85642,7731,51664,2681,5313,1647,2803,62
956,85674,10025,51083,2681,5330,1647,2806,63
957,84673,4406,53410,3512,5312,1647,2807,64
958,87354,5012,54386,2681,5305,1647,2806,64
959,87322,12317,54427,2681,5323,1647,2808,64
960,84633,8675,54043,3512,5327,1647,2807,64
961,85674,10198,49506,2681,5307,1647,2807,64
962,86993,8083,50896,2681,5319,1647,2805,64
963,87354,8251,53612,2681,5337,1647,2807,63
964,86052,9887,53695,2681,5318,1647,2807,64
965,84978,8038,53629,3512,5310,1647,2810,64
966,85530,10441,54345,2681,5327,1647,2806,62
967,85790,9752,52640,2681,5321,1647,2811,64
968,85526,10525,54885,2681,5329,1647,2808,64
969,85642,12460,51243,2681,5332,1647,2806,63
970,85015,11107,52295,3512,5340,1647,2806,63
971,84534,10064,52897,2233,5303,1647,2804,64
972,87322,8759,55550,2681,5307,1647,2805,63
973,85674,8326,53266,2681,5327,1647,2807,64
974,85313,7169,52996,2681,5344,1647,2779,64
975,85345,10713,53741,2681,5330,1647,2778,64
976,87354,9220,53731,2681,5333,1647,2776,64
977,84773,8923,53471,3512,5293,1647,2777,63
978,87206,11541,52930,2681,5319,1647,2779,64
979,87025,11241,50146,2681,5308,1647,2775,64
980,85790,10156,54734,2681,5323,1647,2778,64
981,85005,9319,51627,3512,5317,1647,2778,64
982,85642,9071,51789,2681,5333,1647,2778,64
983,84291,7902,53182,3512,5303,1647,2778,64
984,84534,8486,55321,2233,5339,1647,2766,60
985,85015,10450,51002,3512,5311,1647,2767,60
986,85015,9075,52077,3512,5320,1647,2767,58
987,85642,8768,53365,2681,5318,1647,2767,60
988,85030,8810,53120,2681,5313,1647,2769,59
989,85015,8787,55338,3512,5321,1647,2767,60
990,85095,6947,53159,2681,5331,1647,2771,60
991,84291,8040,51768,3512,5311,1647,2767,60
992,85211,7379,53169,2681,5301,1647,2766,60
993,85360,10811,59136,3512,5345,1647,2769,60
994,85790,8755,51267,2681,5338,1647,2765,60
995,85674,8782,50855,2681,5301,1647,2767,57
996,85674,7666,53030,2681,5308,1647,2768,59
997,84513,7123,50949,3512,5307,1647,2766,60
998,85790,7215,52488,2681,5302,1647,2769,60
999,84896,10865,52502,3512,5326,1647,2770,60
1000,85674,6718,53517,2681,5325,1647,2764,60
